GEOID,state,county,strokeRate
46077,South Dakota,Kingsbury,95.9
46079,South Dakota,Lake,80.8
46081,South Dakota,Lawrence,64.0
46083,South Dakota,Lincoln,62.8
46085,South Dakota,Lyman,90.8
46087,South Dakota,McCook,75.8
46089,South Dakota,McPherson,73.0
46091,South Dakota,Marshall,76.8
46093,South Dakota,Meade,66.7
46095,South Dakota,Mellette,106.0
46097,South Dakota,Miner,82.1
46099,South Dakota,Minnehaha,72.9
46101,South Dakota,Moody,78.0
46103,South Dakota,Pennington,67.5
46105,South Dakota,Perkins,80.5
46107,South Dakota,Potter,-1.0
46109,South Dakota,Roberts,84.9
46111,South Dakota,Sanborn,83.5
46113,South Dakota,Shannon,73.1
46115,South Dakota,Spink,68.8
46117,South Dakota,Stanley,96.3
46119,South Dakota,Sully,78.7
46121,South Dakota,Todd,114.4
46123,South Dakota,Tripp,87.5
46125,South Dakota,Turner,69.5
46127,South Dakota,Union,57.4
46129,South Dakota,Walworth,68.2
46135,South Dakota,Yankton,72.1
46137,South Dakota,Ziebach,64.5
47001,Tennessee,Anderson,72.8
47003,Tennessee,Bedford,90.6
47005,Tennessee,Benton,90.5
47007,Tennessee,Bledsoe,86.1
47009,Tennessee,Blount,87.3
47011,Tennessee,Bradley,83.1
47013,Tennessee,Campbell,82.9
47015,Tennessee,Cannon,85.9
47017,Tennessee,Carroll,136.9
47019,Tennessee,Carter,79.7
47021,Tennessee,Cheatham,82.1
47023,Tennessee,Chester,86.8
47025,Tennessee,Claiborne,97.0
47027,Tennessee,Clay,118.4
47029,Tennessee,Cocke,109.8
47031,Tennessee,Coffee,87.3
47033,Tennessee,Crockett,93.3
47035,Tennessee,Cumberland,67.5
47037,Tennessee,Davidson,78.1
47039,Tennessee,Decatur,79.4
47041,Tennessee,DeKalb,91.8
47043,Tennessee,Dickson,107.2
47045,Tennessee,Dyer,104.2
47047,Tennessee,Fayette,86.7
47049,Tennessee,Fentress,84.2
47051,Tennessee,Franklin,83.2
47053,Tennessee,Gibson,125.5
47055,Tennessee,Giles,100.2
47057,Tennessee,Grainger,99.3
47059,Tennessee,Greene,96.3
47061,Tennessee,Grundy,93.3
47063,Tennessee,Hamblen,101.9
47065,Tennessee,Hamilton,84.1
47067,Tennessee,Hancock,96.0
47069,Tennessee,Hardeman,107.1
47071,Tennessee,Hardin,112.3
47073,Tennessee,Hawkins,80.3
47075,Tennessee,Haywood,96.4
47077,Tennessee,Henderson,192.3
47079,Tennessee,Henry,118.7
47081,Tennessee,Hickman,79.4
47083,Tennessee,Houston,101.4
47085,Tennessee,Humphreys,98.0
47087,Tennessee,Jackson,85.6
47089,Tennessee,Jefferson,72.4
47091,Tennessee,Johnson,74.6
47093,Tennessee,Knox,75.8
47095,Tennessee,Lake,99.5
47097,Tennessee,Lauderdale,98.6
47099,Tennessee,Lawrence,98.3
47101,Tennessee,Lewis,85.3
47103,Tennessee,Lincoln,94.6
47105,Tennessee,Loudon,81.0
47107,Tennessee,McMinn,90.9
47109,Tennessee,McNairy,80.2
47111,Tennessee,Macon,106.7
47113,Tennessee,Madison,90.1
47115,Tennessee,Marion,87.3
47117,Tennessee,Marshall,87.7
47119,Tennessee,Maury,95.7
47121,Tennessee,Meigs,84.4
47123,Tennessee,Monroe,96.6
47125,Tennessee,Montgomery,97.4
47127,Tennessee,Moore,87.9
47129,Tennessee,Morgan,67.6
47131,Tennessee,Obion,106.2
47133,Tennessee,Overton,89.2
47135,Tennessee,Perry,76.2
47137,Tennessee,Pickett,88.8
47139,Tennessee,Polk,100.6
47141,Tennessee,Putnam,88.6
47143,Tennessee,Rhea,87.0
47145,Tennessee,Roane,74.2
47147,Tennessee,Robertson,84.2
47149,Tennessee,Rutherford,80.9
47151,Tennessee,Scott,85.5
47153,Tennessee,Sequatchie,88.4
47155,Tennessee,Sevier,88.6
47157,Tennessee,Shelby,98.7
47159,Tennessee,Smith,91.3
47161,Tennessee,Stewart,95.7
47163,Tennessee,Sullivan,82.2
47165,Tennessee,Sumner,72.4
47167,Tennessee,Tipton,98.2
47169,Tennessee,Trousdale,75.2
47171,Tennessee,Unicoi,84.0
47173,Tennessee,Union,87.6
47175,Tennessee,Van Buren,89.7
47177,Tennessee,Warren,98.0
47179,Tennessee,Washington,81.6
47181,Tennessee,Wayne,87.8
47183,Tennessee,Weakley,99.8
47185,Tennessee,White,96.1
47187,Tennessee,Williamson,70.8
47189,Tennessee,Wilson,79.8
48001,Texas,Anderson,103.2
48003,Texas,Andrews,90.7
48005,Texas,Angelina,284.8
48007,Texas,Aransas,84.4
48009,Texas,Archer,112.3
48011,Texas,Armstrong,87.0
48013,Texas,Atascosa,78.0
48015,Texas,Austin,70.4
48017,Texas,Bailey,64.0
48019,Texas,Bandera,74.5
48021,Texas,Bastrop,67.6
48023,Texas,Baylor,116.3
48025,Texas,Bee,75.2
48027,Texas,Bell,71.5
48029,Texas,Bexar,78.5
48031,Texas,Blanco,67.2
48033,Texas,Borden,78.2
48035,Texas,Bosque,96.5
48037,Texas,Bowie,98.8
48039,Texas,Brazoria,73.2
48041,Texas,Brazos,76.0
48043,Texas,Brewster,73.6
48045,Texas,Briscoe,92.6
48047,Texas,Brooks,59.3
48049,Texas,Brown,129.5
48051,Texas,Burleson,71.9
48053,Texas,Burnet,66.2
48055,Texas,Caldwell,69.2
48057,Texas,Calhoun,80.0
48059,Texas,Callahan,96.4
48061,Texas,Cameron,59.8
48063,Texas,Camp,80.4
48065,Texas,Carson,93.8
48067,Texas,Cass,100.4
48069,Texas,Castro,74.3
48071,Texas,Chambers,82.5
48073,Texas,Cherokee,125.5
48075,Texas,Childress,106.1
48077,Texas,Clay,109.1
48079,Texas,Cochran,67.3
48081,Texas,Coke,77.7
48083,Texas,Coleman,108.8
48085,Texas,Collin,61.9
48087,Texas,Collingsworth,97.4
48089,Texas,Colorado,84.9
48091,Texas,Comal,74.0
48093,Texas,Comanche,110.7
48095,Texas,Concho,74.3
48097,Texas,Cooke,100.0
48099,Texas,Coryell,86.7
48101,Texas,Cottle,110.7
48103,Texas,Crane,105.1
48105,Texas,Crockett,91.6
48107,Texas,Crosby,82.3
48109,Texas,Culberson,61.9
48111,Texas,Dallam,68.9
48113,Texas,Dallas,82.2
48115,Texas,Dawson,74.6
48117,Texas,Deaf Smith,68.8
48119,Texas,Delta,84.6
48121,Texas,Denton,66.4
48123,Texas,DeWitt,80.6
48125,Texas,Dickens,90.5
48127,Texas,Dimmit,73.2
48129,Texas,Donley,95.6
48131,Texas,Duval,83.4
48133,Texas,Eastland,94.8
48135,Texas,Ector,97.7
48137,Texas,Edwards,84.0
48139,Texas,Ellis,88.8
48141,Texas,El Paso,66.3
48143,Texas,Erath,85.0
48145,Texas,Falls,78.1
48147,Texas,Fannin,66.7
48149,Texas,Fayette,77.4
48151,Texas,Fisher,103.7
48153,Texas,Floyd,82.4
48155,Texas,Foard,116.4
48157,Texas,Fort Bend,69.6
48159,Texas,Franklin,84.9
48161,Texas,Freestone,105.7
48163,Texas,Frio,82.5
48165,Texas,Gaines,73.1
48167,Texas,Galveston,80.5
48169,Texas,Garza,82.7
48171,Texas,Gillespie,67.1
48173,Texas,Glasscock,86.4
48175,Texas,Goliad,74.9
48177,Texas,Gonzales,70.6
48179,Texas,Gray,95.2
48181,Texas,Grayson,81.8
48183,Texas,Gregg,80.6
48185,Texas,Grimes,80.9
48187,Texas,Guadalupe,71.7
48189,Texas,Hale,81.0
48191,Texas,Hall,117.7
48193,Texas,Hamilton,93.4
48195,Texas,Hansford,82.9
48197,Texas,Hardeman,96.7
48199,Texas,Hardin,107.2
48201,Texas,Harris,79.6
48203,Texas,Harrison,89.9
48205,Texas,Hartley,88.3
48207,Texas,Haskell,107.5
48209,Texas,Hays,67.3
48211,Texas,Hemphill,83.6
48213,Texas,Henderson,100.5
48215,Texas,Hidalgo,55.5
48217,Texas,Hill,98.5
48219,Texas,Hockley,79.8
48221,Texas,Hood,81.3
48223,Texas,Hopkins,85.4
48225,Texas,Houston,74.4
48227,Texas,Howard,77.3
48229,Texas,Hudspeth,65.6
48231,Texas,Hunt,81.6
48233,Texas,Hutchinson,94.7
48235,Texas,Irion,69.1
48237,Texas,Jack,95.1
48239,Texas,Jackson,83.9
48241,Texas,Jasper,120.9
48243,Texas,Jeff Davis,71.8
48245,Texas,Jefferson,102.5
48247,Texas,Jim Hogg,80.6
48249,Texas,Jim Wells,74.9
48251,Texas,Johnson,94.9
48253,Texas,Jones,104.2
48255,Texas,Karnes,71.5
48257,Texas,Kaufman,85.0
48259,Texas,Kendall,74.3
48261,Texas,Kenedy,55.5
48263,Texas,Kent,92.7
48265,Texas,Kerr,66.7
48267,Texas,Kimble,74.3
48269,Texas,King,129.7
48271,Texas,Kinney,76.2
48273,Texas,Kleberg,71.6
48275,Texas,Knox,116.7
48277,Texas,Lamar,78.8
48279,Texas,Lamb,79.9
48281,Texas,Lampasas,76.6
48283,Texas,La Salle,84.5
48285,Texas,Lavaca,81.9
48287,Texas,Lee,67.4
48289,Texas,Leon,89.0
48291,Texas,Liberty,77.7
48293,Texas,Limestone,97.7
48295,Texas,Lipscomb,91.8
48297,Texas,Live Oak,79.8
48299,Texas,Llano,68.8
48301,Texas,Loving,72.7
48303,Texas,Lubbock,80.8
48305,Texas,Lynn,80.3
48307,Texas,McCulloch,105.3
48309,Texas,McLennan,90.5
48311,Texas,McMullen,83.4
48313,Texas,Madison,87.7
48315,Texas,Marion,95.8
48317,Texas,Martin,84.5
48319,Texas,Mason,71.6
48321,Texas,Matagorda,76.8
48323,Texas,Maverick,60.6
48325,Texas,Medina,78.1
48327,Texas,Menard,71.1
48329,Texas,Midland,93.5
48331,Texas,Milam,66.5
48333,Texas,Mills,110.4
48335,Texas,Mitchell,89.0
48337,Texas,Montague,102.0
48339,Texas,Montgomery,71.0
48341,Texas,Moore,87.5
48343,Texas,Morris,93.6
48345,Texas,Motley,106.6
48347,Texas,Nacogdoches,131.2
48349,Texas,Navarro,101.3
48351,Texas,Newton,102.7
48353,Texas,Nolan,102.8
48355,Texas,Nueces,71.7
48357,Texas,Ochiltree,83.3
48359,Texas,Oldham,79.6
48361,Texas,Orange,107.1
48363,Texas,Palo Pinto,85.3
48365,Texas,Panola,91.8
48367,Texas,Parker,81.5
48369,Texas,Parmer,64.6
48371,Texas,Pecos,90.1
48373,Texas,Polk,123.6
48375,Texas,Potter,95.4
48377,Texas,Presidio,60.3
48379,Texas,Rains,87.3
48381,Texas,Randall,74.1
48383,Texas,Reagan,89.0
48385,Texas,Real,73.3
48387,Texas,Red River,89.4
48389,Texas,Reeves,74.1
48391,Texas,Refugio,79.4
48393,Texas,Roberts,91.3
48395,Texas,Robertson,76.7
48397,Texas,Rockwall,72.6
48399,Texas,Runnels,86.4
48401,Texas,Rusk,74.7
48403,Texas,Sabine,101.8
48405,Texas,San Augustine,140.0
48407,Texas,San Jacinto,70.2
48409,Texas,San Patricio,76.4
48411,Texas,San Saba,77.3
48413,Texas,Schleicher,70.6
48415,Texas,Scurry,87.3
48417,Texas,Shackelford,85.8
48419,Texas,Shelby,103.3
48421,Texas,Sherman,75.3
48423,Texas,Smith,78.7
48425,Texas,Somervell,87.5
48427,Texas,Starr,55.3
48429,Texas,Stephens,88.0
48431,Texas,Sterling,71.8
48433,Texas,Stonewall,114.3
48435,Texas,Sutton,87.6
48437,Texas,Swisher,73.1
48439,Texas,Tarrant,82.5
48441,Texas,Taylor,102.7
48443,Texas,Terrell,84.8
48445,Texas,Terry,78.6
48447,Texas,Throckmorton,102.2
48449,Texas,Titus,85.4
48451,Texas,Tom Green,69.8
48453,Texas,Travis,66.4
48455,Texas,Trinity,106.2
48457,Texas,Tyler,73.7
48459,Texas,Upshur,82.5
48461,Texas,Upton,98.4
48463,Texas,Uvalde,89.7
48465,Texas,Val Verde,84.2
48467,Texas,Van Zandt,87.8
48469,Texas,Victoria,78.0
48471,Texas,Walker,98.4
48473,Texas,Waller,75.8
48475,Texas,Ward,102.6
48477,Texas,Washington,74.5
48479,Texas,Webb,86.9
48481,Texas,Wharton,75.9
48483,Texas,Wheeler,91.9
48485,Texas,Wichita,108.7
48487,Texas,Wilbarger,107.0
48489,Texas,Willacy,58.1
48491,Texas,Williamson,66.8
48493,Texas,Wilson,74.3
48495,Texas,Winkler,92.1
48497,Texas,Wise,86.7
48499,Texas,Wood,81.6
48501,Texas,Yoakum,68.6
48503,Texas,Young,103.0
48505,Texas,Zapata,80.1
48507,Texas,Zavala,87.2
49001,Utah,Beaver,84.8
49003,Utah,Box Elder,95.3
49005,Utah,Cache,79.4
49007,Utah,Carbon,87.0
49009,Utah,Daggett,78.0
49011,Utah,Davis,67.9
49013,Utah,Duchesne,86.8
49015,Utah,Emery,71.5
49017,Utah,Garfield,88.7
49019,Utah,Grand,67.3
49021,Utah,Iron,84.0
49023,Utah,Juab,77.0
49025,Utah,Kane,69.4
49027,Utah,Millard,63.6
49029,Utah,Morgan,69.2
49031,Utah,Piute,81.5
49033,Utah,Rich,77.2
49035,Utah,Salt Lake,68.6
49037,Utah,San Juan,49.9
49039,Utah,Sanpete,84.7
49041,Utah,Sevier,69.6
49043,Utah,Summit,68.5
49045,Utah,Tooele,66.3
49047,Utah,Uintah,75.8
49049,Utah,Utah,88.5
49051,Utah,Wasatch,73.3
49053,Utah,Washington,67.8
49055,Utah,Wayne,71.3
49057,Utah,Weber,79.7
50001,Vermont,Addison,64.0
50003,Vermont,Bennington,65.2
50005,Vermont,Caledonia,56.5
50007,Vermont,Chittenden,60.1
50009,Vermont,Essex,60.7
50011,Vermont,Franklin,58.1
50013,Vermont,Grand Isle,58.8
50015,Vermont,Lamoille,57.1
50017,Vermont,Orange,61.1
50019,Vermont,Orleans,53.9
50021,Vermont,Rutland,68.8
50023,Vermont,Washington,56.8
50025,Vermont,Windham,66.8
50027,Vermont,Windsor,66.9
51001,Virginia,Accomack,82.0
51003,Virginia,Albemarle,71.7
51005,Virginia,Alleghany,83.5
51007,Virginia,Amelia,86.5
51009,Virginia,Amherst,91.4
51011,Virginia,Appomattox,85.3
51013,Virginia,Arlington,63.7
51015,Virginia,Augusta,71.4
51017,Virginia,Bath,72.7
51019,Virginia,Bedford,98.1
51021,Virginia,Bland,92.4
51023,Virginia,Botetourt,90.0
51025,Virginia,Brunswick,151.5
51027,Virginia,Buchanan,69.9
51029,Virginia,Buckingham,65.0
51031,Virginia,Campbell,91.6
51033,Virginia,Caroline,90.2
51035,Virginia,Carroll,91.5
51036,Virginia,Charles City,81.1
51037,Virginia,Charlotte,103.5
51041,Virginia,Chesterfield,85.8
51043,Virginia,Clarke,86.0
51045,Virginia,Craig,79.8
51047,Virginia,Culpeper,72.5
51049,Virginia,Cumberland,70.0
51051,Virginia,Dickenson,72.1
51053,Virginia,Dinwiddie,63.8
51057,Virginia,Essex,98.4
51059,Virginia,Fairfax,55.5
51061,Virginia,Fauquier,72.8
51063,Virginia,Floyd,80.7
51065,Virginia,Fluvanna,65.9
51067,Virginia,Franklin,78.2
51069,Virginia,Frederick,72.3
51071,Virginia,Giles,94.9
51073,Virginia,Gloucester,67.8
51075,Virginia,Goochland,80.8
51077,Virginia,Grayson,80.2
51079,Virginia,Greene,78.1
51081,Virginia,Greensville,118.7
51083,Virginia,Halifax,95.3
51085,Virginia,Hanover,77.1
51087,Virginia,Henrico,81.0
51089,Virginia,Henry,91.1
51091,Virginia,Highland,69.1
51093,Virginia,Isle of Wight,52.6
51095,Virginia,James City,72.0
51097,Virginia,King and Queen,71.9
51099,Virginia,King George,88.0
51101,Virginia,King William,92.4
51103,Virginia,Lancaster,145.5
51105,Virginia,Lee,93.6
51107,Virginia,Loudoun,56.2
51109,Virginia,Louisa,74.3
51111,Virginia,Lunenburg,129.2
51113,Virginia,Madison,84.0
51115,Virginia,Mathews,73.1
51117,Virginia,Mecklenburg,119.5
51119,Virginia,Middlesex,75.9
51121,Virginia,Montgomery,86.2
51125,Virginia,Nelson,78.7
51127,Virginia,New Kent,76.7
51131,Virginia,Northampton,92.6
51133,Virginia,Northumberland,125.5
51135,Virginia,Nottoway,98.1
51137,Virginia,Orange,76.0
51139,Virginia,Page,79.4
51141,Virginia,Patrick,94.5
51143,Virginia,Pittsylvania,83.7
51145,Virginia,Powhatan,83.1
51147,Virginia,Prince Edward,90.8
51149,Virginia,Prince George,81.8
51153,Virginia,Prince William,61.3
51155,Virginia,Pulaski,95.3
51157,Virginia,Rappahannock,82.3
51159,Virginia,Richmond,134.8
51161,Virginia,Roanoke,77.2
51163,Virginia,Rockbridge,77.1
51165,Virginia,Rockingham,74.2
51167,Virginia,Russell,67.3
51169,Virginia,Scott,81.7
51171,Virginia,Shenandoah,73.1
51173,Virginia,Smyth,82.2
51175,Virginia,Southampton,94.1
51177,Virginia,Spotsylvania,69.8
51179,Virginia,Stafford,65.5
51181,Virginia,Surry,89.9
51183,Virginia,Sussex,85.6
51185,Virginia,Tazewell,75.3
51187,Virginia,Warren,80.0
51191,Virginia,Washington,72.1
51193,Virginia,Westmoreland,100.4
51195,Virginia,Wise,88.4
51197,Virginia,Wythe,97.2
51199,Virginia,York,76.9
51510,Virginia,Alexandria,60.3
51515,Virginia,Bedford City,106.7
51520,Virginia,Bristol,101.2
51530,Virginia,Buena Vista,68.8
51540,Virginia,Charlottesville,73.0
51550,Virginia,Chesapeake,71.3
51570,Virginia,Colonial Heights,83.5
51580,Virginia,Covington,87.8
51590,Virginia,Danville,126.8
51595,Virginia,Emporia,131.5
51600,Virginia,Fairfax City,59.9
51610,Virginia,Falls Church,55.8
51620,Virginia,Franklin City,140.8
51630,Virginia,Fredericksburg,66.8
51640,Virginia,Galax,95.8
51650,Virginia,Hampton,79.9
51660,Virginia,Harrisonburg,91.7
51670,Virginia,Hopewell,85.1
51678,Virginia,Lexington,66.3
51680,Virginia,Lynchburg,96.9
51683,Virginia,Manassas,68.8
51685,Virginia,Manassas Park,64.3
51690,Virginia,Martinsville,92.2
51700,Virginia,Newport News,74.8
51710,Virginia,Norfolk,84.4
51720,Virginia,Norton,91.5
51730,Virginia,Petersburg,82.1
51735,Virginia,Poquoson,84.3
51740,Virginia,Portsmouth,94.1
51750,Virginia,Radford,100.0
51760,Virginia,Richmond City,113.6
51770,Virginia,Roanoke City,84.8
51775,Virginia,Salem,74.7
51790,Virginia,Staunton,83.0
51800,Virginia,Suffolk,73.2
51810,Virginia,Virginia Beach,65.6
51820,Virginia,Waynesboro,65.9
51830,Virginia,Williamsburg,74.1
51840,Virginia,Winchester,67.1
53001,Washington,Adams,79.8
53003,Washington,Asotin,75.7
53005,Washington,Benton,66.5
53007,Washington,Chelan,63.2
53009,Washington,Clallam,75.9
53011,Washington,Clark,69.4
53013,Washington,Columbia,69.5
53015,Washington,Cowlitz,67.0
53017,Washington,Douglas,63.6
53019,Washington,Ferry,79.1
53021,Washington,Franklin,65.0
53023,Washington,Garfield,71.6
53025,Washington,Grant,82.8
53027,Washington,Grays Harbor,69.7
53029,Washington,Island,67.5
53031,Washington,Jefferson,74.8
53033,Washington,King,58.6
53035,Washington,Kitsap,73.5
53037,Washington,Kittitas,73.7
53039,Washington,Klickitat,75.2
53041,Washington,Lewis,73.8
53043,Washington,Lincoln,80.3
53045,Washington,Mason,73.8
53047,Washington,Okanogan,75.6
53049,Washington,Pacific,75.3
53051,Washington,Pend Oreille,80.9
53053,Washington,Pierce,78.6
53055,Washington,San Juan,58.2
53057,Washington,Skagit,68.5
53059,Washington,Skamania,72.6
53061,Washington,Snohomish,66.1
53063,Washington,Spokane,80.1
53065,Washington,Stevens,79.0
53067,Washington,Thurston,70.0
53069,Washington,Wahkiakum,67.7
53071,Washington,Walla Walla,67.0
53073,Washington,Whatcom,68.2
53075,Washington,Whitman,77.5
53077,Washington,Yakima,78.7
54001,West Virginia,Barbour,89.6
54003,West Virginia,Berkeley,79.6
54005,West Virginia,Boone,93.6
54007,West Virginia,Braxton,83.2
54009,West Virginia,Brooke,81.2
54011,West Virginia,Cabell,89.7
54013,West Virginia,Calhoun,81.6
54015,West Virginia,Clay,92.2
54017,West Virginia,Doddridge,75.7
54019,West Virginia,Fayette,92.2
54021,West Virginia,Gilmer,73.0
54023,West Virginia,Grant,71.6
54025,West Virginia,Greenbrier,87.5
54027,West Virginia,Hampshire,72.4
54029,West Virginia,Hancock,78.1
54031,West Virginia,Hardy,66.9
54033,West Virginia,Harrison,81.5
54035,West Virginia,Jackson,90.1
54037,West Virginia,Jefferson,88.2
54039,West Virginia,Kanawha,90.5
54041,West Virginia,Lewis,80.6
54043,West Virginia,Lincoln,93.4
54045,West Virginia,Logan,98.2
54047,West Virginia,McDowell,80.2
54049,West Virginia,Marion,70.5
54051,West Virginia,Marshall,80.7
54053,West Virginia,Mason,88.8
54055,West Virginia,Mercer,87.0
54057,West Virginia,Mineral,71.4
54059,West Virginia,Mingo,92.3
54061,West Virginia,Monongalia,74.9
54063,West Virginia,Monroe,88.9
54065,West Virginia,Morgan,74.4
54067,West Virginia,Nicholas,90.5
54069,West Virginia,Ohio,81.8
54071,West Virginia,Pendleton,74.2
54073,West Virginia,Pleasants,87.7
54075,West Virginia,Pocahontas,91.2
54077,West Virginia,Preston,80.4
54079,West Virginia,Putnam,91.1
54081,West Virginia,Raleigh,92.6
54083,West Virginia,Randolph,95.2
54085,West Virginia,Ritchie,83.3
54087,West Virginia,Roane,92.5
54089,West Virginia,Summers,90.8
54091,West Virginia,Taylor,78.8
54093,West Virginia,Tucker,83.3
54095,West Virginia,Tyler,89.6
54097,West Virginia,Upshur,90.6
54099,West Virginia,Wayne,96.6
54101,West Virginia,Webster,89.0
54103,West Virginia,Wetzel,68.5
54105,West Virginia,Wirt,84.6
54107,West Virginia,Wood,86.5
54109,West Virginia,Wyoming,94.9
55001,Wisconsin,Adams,65.6
55003,Wisconsin,Ashland,79.1
55005,Wisconsin,Barron,84.4
55007,Wisconsin,Bayfield,87.1
55009,Wisconsin,Brown,73.1
55011,Wisconsin,Buffalo,58.7
55013,Wisconsin,Burnett,73.9
55015,Wisconsin,Calumet,67.3
55017,Wisconsin,Chippewa,63.7
55019,Wisconsin,Clark,59.8
55021,Wisconsin,Columbia,68.0
55023,Wisconsin,Crawford,79.0
55025,Wisconsin,Dane,63.8
55027,Wisconsin,Dodge,63.0
55029,Wisconsin,Door,69.4
55031,Wisconsin,Douglas,81.8
55033,Wisconsin,Dunn,71.9
55035,Wisconsin,Eau Claire,63.6
55037,Wisconsin,Florence,83.9
55039,Wisconsin,Fond du Lac,65.7
55041,Wisconsin,Forest,83.1
55043,Wisconsin,Grant,77.2
55045,Wisconsin,Green,81.9
55047,Wisconsin,Green Lake,64.0
55049,Wisconsin,Iowa,69.5
55051,Wisconsin,Iron,79.6
55053,Wisconsin,Jackson,70.9
55055,Wisconsin,Jefferson,66.6
55057,Wisconsin,Juneau,75.3
55059,Wisconsin,Kenosha,86.9
55061,Wisconsin,Kewaunee,73.8
55063,Wisconsin,La Crosse,69.8
55065,Wisconsin,Lafayette,77.7
55067,Wisconsin,Langlade,74.6
55069,Wisconsin,Lincoln,60.8
55071,Wisconsin,Manitowoc,74.7
55073,Wisconsin,Marathon,59.1
55075,Wisconsin,Marinette,79.7
55077,Wisconsin,Marquette,65.4
55078,Wisconsin,Menominee,82.5
55079,Wisconsin,Milwaukee,73.9
55081,Wisconsin,Monroe,77.6
55083,Wisconsin,Oconto,78.0
55085,Wisconsin,Oneida,75.0
55087,Wisconsin,Outagamie,70.1
55089,Wisconsin,Ozaukee,66.5
55091,Wisconsin,Pepin,65.7
55093,Wisconsin,Pierce,64.7
55095,Wisconsin,Polk,72.9
55097,Wisconsin,Portage,61.5
55099,Wisconsin,Price,72.4
55101,Wisconsin,Racine,70.3
55103,Wisconsin,Richland,78.9
55105,Wisconsin,Rock,84.5
55107,Wisconsin,Rusk,68.4
55109,Wisconsin,St. Croix,67.9
55111,Wisconsin,Sauk,71.4
55113,Wisconsin,Sawyer,84.8
55115,Wisconsin,Shawano,72.1
55117,Wisconsin,Sheboygan,73.8
55119,Wisconsin,Taylor,58.1
55121,Wisconsin,Trempealeau,66.3
55123,Wisconsin,Vernon,78.6
55125,Wisconsin,Vilas,80.9
55127,Wisconsin,Walworth,63.0
55129,Wisconsin,Washburn,91.3
55131,Wisconsin,Washington,69.1
55133,Wisconsin,Waukesha,61.1
55135,Wisconsin,Waupaca,71.4
55137,Wisconsin,Waushara,64.1
55139,Wisconsin,Winnebago,64.8
55141,Wisconsin,Wood,64.1
56001,Wyoming,Albany,65.6
56003,Wyoming,Big Horn,70.7
56005,Wyoming,Campbell,66.3
56007,Wyoming,Carbon,67.5
56009,Wyoming,Converse,63.5
56011,Wyoming,Crook,64.1
56013,Wyoming,Fremont,71.0
56015,Wyoming,Goshen,65.0
56017,Wyoming,Hot Springs,78.2
56019,Wyoming,Johnson,62.3
56021,Wyoming,Laramie,65.5
56023,Wyoming,Lincoln,65.4
56025,Wyoming,Natrona,62.9
56027,Wyoming,Niobrara,68.9
56029,Wyoming,Park,63.0
56031,Wyoming,Platte,66.1
56033,Wyoming,Sheridan,117.1
56035,Wyoming,Sublette,70.8
56037,Wyoming,Sweetwater,76.7
56039,Wyoming,Teton,63.2
56041,Wyoming,Uinta,74.9
56043,Wyoming,Washakie,63.5
56045,Wyoming,Weston,62.3
78010,Virgin Islands of the U.S.,Saint Croix (County Equivalent),-1.0
78020,Virgin Islands of the U.S.,Saint John (County Equivalent),-1.0
78030,Virgin Islands of the U.S.,Saint Thomas (County Equivalent),-1.0
